error at 16068589th block, 74th tx: Multiple events found
error at 16072276th block, 116th tx: Multiple events found
error at 16072314th block, 120th tx: Multiple events found
error at 16072314th block, 121th tx: Multiple events found
error at 16072376th block, 115th tx: Multiple events found
error at 16072575th block, 138th tx: Multiple events found
error at 16072575th block, 141th tx: Multiple events found
error at 16072664th block, 73th tx: Multiple events found
error at 16072667th block, 7th tx: Expecting value: line 1 column 1 (char 0)
error at 16072668th block, 41th tx: ('Connection aborted.', TimeoutError(60, 'Operation timed out'))
error at 16072781th block, 107th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816eaf0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 108th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816e2b0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 109th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c97c0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 110th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c91f0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 111th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c99d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 112th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c9790>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 113th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c99d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 114th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c9790>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 115th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c9c70>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 116th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d381c9280>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
